gene,geneid,pm_ld_aging,pm_pleio3_aging,pm_pleio5_aging,pm_pleio10_aging,pn_ld_aging,pn_pleio3_aging,pn_pleio5_aging,pn_pleio10_aging
TMEM86A,144110,4.14187811225083,Intermediate pleiotropy,3rd,5,2.4787502603207,Intermediate pleiotropy,4th,8
TMEM86B,255043,4.83192609624754,High pleiotropy,5th,9,3.31065634167524,High pleiotropy,5th,10
TMEM87A,25963,3.48361391452828,Low pleiotropy,1st,2,1.57916180089789,Low pleiotropy,1st,2
TMEM87B,84910,4.41580383576963,Intermediate pleiotropy,4th,7,2.40668107775348,Intermediate pleiotropy,3rd,6
TMEM88,92162,14.8744973064332,High pleiotropy,5th,10,3.29181332911972,High pleiotropy,5th,10
TMEM88B,643965,4.38056016094519,Intermediate pleiotropy,3rd,6,2.39674665279584,Intermediate pleiotropy,3rd,6
TMEM89,440955,4.04944167997407,Intermediate pleiotropy,2nd,4,1.45927909017768,Low pleiotropy,1st,2
TMEM8A,58986,3.40197562061175,Low pleiotropy,1st,1,1.62188604896861,Intermediate pleiotropy,2nd,3
TMEM8B,51754,3.62086593842747,Low pleiotropy,1st,2,2.48158305032959,Intermediate pleiotropy,4th,8
TMEM8C,389827,3.30081362985352,Low pleiotropy,1st,1,1.6491311859404,Intermediate pleiotropy,3rd,5
TMEM9,252839,4.86667693306639,High pleiotropy,5th,9,2.48612126560591,Intermediate pleiotropy,4th,8
TMEM91,641649,5.13557896533917,High pleiotropy,5th,9,2.46807051874585,Intermediate pleiotropy,4th,8
TMEM92,162461,4.11240454369513,Intermediate pleiotropy,3rd,5,2.49033201106143,Intermediate pleiotropy,4th,8
TMEM95,339168,3.73303512117698,Intermediate pleiotropy,2nd,3,2.48847576188013,Intermediate pleiotropy,4th,8
TMEM97,27346,4.97033468340448,High pleiotropy,5th,9,1.6099633305471,Intermediate pleiotropy,2nd,3
TMEM98,26022,3.66770206191518,Low pleiotropy,1st,2,1.64111110964839,Intermediate pleiotropy,2nd,4
TMEM99,147184,4.44533160669801,Intermediate pleiotropy,4th,7,0.814522598269107,Low pleiotropy,1st,1
TMEM9B,56674,3.81971985939949,Intermediate pleiotropy,2nd,3,1.50643943927952,Low pleiotropy,1st,2
TMF1,7110,4.10988299029255,Intermediate pleiotropy,3rd,5,1.60205886636028,Intermediate pleiotropy,2nd,3
TMIE,259236,3.63003187980982,Low pleiotropy,1st,2,1.62228922417808,Intermediate pleiotropy,2nd,3
TMIGD1,388364,5.36824376447561,High pleiotropy,5th,10,3.19583767590774,High pleiotropy,5th,9
TMIGD2,126259,4.70105993773564,Intermediate pleiotropy,4th,8,2.48059125105157,Intermediate pleiotropy,4th,8
TMOD1,7111,5.09606822086035,High pleiotropy,5th,9,2.46246597252979,Intermediate pleiotropy,4th,7
TMOD2,29767,5.38305480166568,High pleiotropy,5th,10,3.06484505268321,High pleiotropy,5th,9
TMOD3,29766,5.24243734470382,High pleiotropy,5th,10,3.06850708078669,High pleiotropy,5th,9
TMOD4,29765,4.55439707068748,Intermediate pleiotropy,4th,7,2.44707371722562,Intermediate pleiotropy,4th,7
TMPO,7112,3.97764428034322,Intermediate pleiotropy,2nd,4,1.64382300578079,Intermediate pleiotropy,2nd,4
TMPPE,643853,4.00536877143243,Intermediate pleiotropy,2nd,4,2.43403771878611,Intermediate pleiotropy,3rd,6
TMPRSS11A,339967,4.13105417816601,Intermediate pleiotropy,3rd,5,1.61207603906833,Intermediate pleiotropy,2nd,3
TMPRSS11B,132724,3.0299700452768,Low pleiotropy,1st,1,0.631887749560325,Low pleiotropy,1st,1
TMPRSS11D,9407,4.79452592834264,Intermediate pleiotropy,4th,8,2.44086763594448,Intermediate pleiotropy,4th,7
TMPRSS11F,389208,3.65970944400543,Low pleiotropy,1st,2,1.54781331448708,Low pleiotropy,1st,2
TMPRSS12,283471,3.5325152156328,Low pleiotropy,1st,2,0.700519085872715,Low pleiotropy,1st,1
TMPRSS13,84000,3.87165235670685,Intermediate pleiotropy,2nd,3,2.49093061180911,High pleiotropy,5th,9
TMPRSS15,5651,3.9719957794244,Intermediate pleiotropy,2nd,4,2.47794801794611,Intermediate pleiotropy,4th,8
TMPRSS2,7113,4.59580624409245,Intermediate pleiotropy,4th,8,2.47414396888093,Intermediate pleiotropy,4th,8
TMPRSS3,64699,4.36568510694403,Intermediate pleiotropy,3rd,6,2.48103374611407,Intermediate pleiotropy,4th,8
TMPRSS4,56649,3.71728168956856,Intermediate pleiotropy,2nd,3,1.6300193899119,Intermediate pleiotropy,2nd,4
TMPRSS5,80975,5.80410458506124,High pleiotropy,5th,10,4.0270084173242,High pleiotropy,5th,10
TMPRSS6,164656,3.90468912558097,Intermediate pleiotropy,2nd,3,1.64540108167346,Intermediate pleiotropy,2nd,4
TMPRSS7,344805,3.92701944994084,Intermediate pleiotropy,2nd,4,1.63677712286246,Intermediate pleiotropy,2nd,4
TMPRSS9,360200,4.12282563745982,Intermediate pleiotropy,3rd,5,2.43869506734848,Intermediate pleiotropy,4th,7
TMSB10,9168,4.3136511345743,Intermediate pleiotropy,3rd,6,1.62301752175443,Intermediate pleiotropy,2nd,3
TMTC1,83857,4.46241735590453,Intermediate pleiotropy,4th,7,2.47655773836644,Intermediate pleiotropy,4th,8
TMTC2,160335,4.46723309637837,Intermediate pleiotropy,4th,7,2.45445645978039,Intermediate pleiotropy,4th,7
TMTC3,160418,4.75694189619565,Intermediate pleiotropy,4th,8,2.41666538610676,Intermediate pleiotropy,3rd,6
TMTC4,84899,4.18898379211879,Intermediate pleiotropy,3rd,5,3.28515477609695,High pleiotropy,5th,10
TMUB1,83590,4.23721653085271,Intermediate pleiotropy,3rd,6,1.64105066271014,Intermediate pleiotropy,2nd,4
TMUB2,79089,3.08555065578622,Low pleiotropy,1st,1,0.741831927278551,Low pleiotropy,1st,1
TMX1,81542,4.22774294639463,Intermediate pleiotropy,3rd,5,0.776245601635592,Low pleiotropy,1st,1
TMX2,51075,5.14982267061584,High pleiotropy,5th,9,3.19303598966319,High pleiotropy,5th,9
TMX3,54495,3.84789523425278,Intermediate pleiotropy,2nd,3,0.775964494029572,Low pleiotropy,1st,1
TMX4,56255,4.18546462002329,Intermediate pleiotropy,3rd,5,2.45175630091755,Intermediate pleiotropy,4th,7
TNC,3371,5.60578792928052,High pleiotropy,5th,10,4.11187415803186,High pleiotropy,5th,10
TNF,7124,4.24838208698662,Intermediate pleiotropy,3rd,6,1.56796972750664,Low pleiotropy,1st,2
TNFAIP1,7126,4.97033468340448,High pleiotropy,5th,9,1.6099633305471,Intermediate pleiotropy,2nd,3
TNFAIP2,7127,3.46123624586225,Low pleiotropy,1st,2,0.814879998127283,Low pleiotropy,1st,2
TNFAIP3,7128,3.98292092102601,Intermediate pleiotropy,2nd,4,1.63809111018998,Intermediate pleiotropy,2nd,4
TNFAIP6,7130,4.8520280404038,High pleiotropy,5th,9,2.46892968687782,Intermediate pleiotropy,4th,8
TNFAIP8,25816,4.3554615990023,Intermediate pleiotropy,3rd,6,2.4452503323991,Intermediate pleiotropy,4th,7
TNFAIP8L1,126282,3.95103580627624,Intermediate pleiotropy,2nd,4,2.47492977907813,Intermediate pleiotropy,4th,8
TNFAIP8L2,79626,4.0137267555943,Intermediate pleiotropy,2nd,4,2.44707371722562,Intermediate pleiotropy,4th,7
TNFAIP8L2-SCNM1,100534012,4.55439707068748,Intermediate pleiotropy,4th,7,2.44707371722562,Intermediate pleiotropy,4th,7
TNFAIP8L3,388121,3.76413810658323,Intermediate pleiotropy,2nd,3,2.32104478529904,Intermediate pleiotropy,3rd,5
TNFRSF10A,8797,3.76594960897829,Intermediate pleiotropy,2nd,3,1.63836634916122,Intermediate pleiotropy,2nd,4
TNFRSF10B,8795,4.57375131442508,Intermediate pleiotropy,4th,7,2.46898015713694,Intermediate pleiotropy,4th,8
TNFRSF10C,8794,4.08306824931628,Intermediate pleiotropy,3rd,5,1.64849209161272,Intermediate pleiotropy,3rd,5
TNFRSF10D,8793,4.60087317510173,Intermediate pleiotropy,4th,8,3.30774315136985,High pleiotropy,5th,10
TNFRSF11B,4982,4.81564403282181,High pleiotropy,5th,9,3.19967165501031,High pleiotropy,5th,9
TNFRSF12A,51330,3.84884376813056,Intermediate pleiotropy,2nd,3,1.64350023086782,Intermediate pleiotropy,2nd,4
TNFRSF13B,23495,4.16827672004071,Intermediate pleiotropy,3rd,5,2.45902930000191,Intermediate pleiotropy,4th,7
TNFRSF13C,115650,4.18284054453745,Intermediate pleiotropy,3rd,5,0.678785770687443,Low pleiotropy,1st,1
TNFRSF14,8764,3.95118458946321,Intermediate pleiotropy,2nd,4,1.62163135021911,Intermediate pleiotropy,2nd,3
TNFRSF17,608,4.35797034533744,Intermediate pleiotropy,3rd,6,1.62980283728847,Intermediate pleiotropy,2nd,4
TNFRSF18,8784,3.50143886190935,Low pleiotropy,1st,2,1.59805000194123,Intermediate pleiotropy,2nd,3
TNFRSF19,55504,4.88214343037266,High pleiotropy,5th,9,2.45784031459523,Intermediate pleiotropy,4th,7
TNFRSF1A,7132,3.82521776594985,Intermediate pleiotropy,2nd,3,2.49124927867773,High pleiotropy,5th,9
TNFRSF1B,7133,3.66191699406078,Low pleiotropy,1st,2,2.49359438513631,High pleiotropy,5th,9
TNFRSF21,27242,4.17581199004167,Intermediate pleiotropy,3rd,5,1.65498045422683,Intermediate pleiotropy,3rd,5
TNFRSF25,8718,4.55713967480515,Intermediate pleiotropy,4th,7,3.28597873242024,High pleiotropy,5th,10
TNFRSF4,7293,4.20883584640294,Intermediate pleiotropy,3rd,5,2.41158021406883,Intermediate pleiotropy,3rd,6
TNFRSF6B,8771,14.4795093611813,High pleiotropy,5th,10,4.13913807463495,High pleiotropy,5th,10
TNFRSF8,943,4.21179972901993,Intermediate pleiotropy,3rd,5,1.65984203127959,Intermediate pleiotropy,3rd,5
TNFRSF9,3604,4.18944134503325,Intermediate pleiotropy,3rd,5,1.6434579766974,Intermediate pleiotropy,2nd,4
TNFSF10,8743,3.1883687048799,Low pleiotropy,1st,1,0.805857559014644,Low pleiotropy,1st,1
TNFSF11,8600,4.57391250744746,Intermediate pleiotropy,4th,7,2.45212661177224,Intermediate pleiotropy,4th,7
TNFSF12,8742,4.23734788794225,Intermediate pleiotropy,3rd,6,2.46417257152416,Intermediate pleiotropy,4th,7
TNFSF12-TNFSF13,407977,4.23734788794225,Intermediate pleiotropy,3rd,6,2.46417257152416,Intermediate pleiotropy,4th,7
TNFSF13,8741,4.23734788794225,Intermediate pleiotropy,3rd,6,2.46417257152416,Intermediate pleiotropy,4th,7
TNFSF13B,10673,5.12971418484689,High pleiotropy,5th,9,2.47754073469229,Intermediate pleiotropy,4th,8
TNFSF14,8740,4.12088100877928,Intermediate pleiotropy,3rd,5,1.65047627703225,Intermediate pleiotropy,3rd,5
TNFSF15,9966,4.67614630914695,Intermediate pleiotropy,4th,8,3.29939736584748,High pleiotropy,5th,10
TNFSF18,8995,3.4440240614169,Low pleiotropy,1st,1,1.63072186549521,Intermediate pleiotropy,2nd,4
TNFSF4,7292,4.22898299644391,Intermediate pleiotropy,3rd,5,3.30235633150417,High pleiotropy,5th,10
TNFSF8,944,5.76804991227289,High pleiotropy,5th,10,3.30414039647766,High pleiotropy,5th,10
TNFSF9,8744,3.61527103977064,Low pleiotropy,1st,2,0.827659537226855,Low pleiotropy,1st,2
TNIK,23043,3.87349254837153,Intermediate pleiotropy,2nd,3,1.65556203593365,Intermediate pleiotropy,3rd,5
TNIP1,10318,4.09450596855675,Intermediate pleiotropy,3rd,5,3.30654184183013,High pleiotropy,5th,10
TNIP2,79155,3.64504399022001,Low pleiotropy,1st,2,1.57421512864081,Low pleiotropy,1st,2
TNIP3,79931,4.44085107519665,Intermediate pleiotropy,4th,7,1.64445505774673,Intermediate pleiotropy,2nd,4
TNK1,8711,4.29778061634238,Intermediate pleiotropy,3rd,6,2.48302438703186,Intermediate pleiotropy,4th,8
TNK2,10188,3.97071435904245,Intermediate pleiotropy,2nd,4,1.62241892100674,Intermediate pleiotropy,2nd,3
TNKS,8658,5.02025121785416,High pleiotropy,5th,9,3.10261323868119,High pleiotropy,5th,9
TNKS1BP1,85456,7.13519344317631,High pleiotropy,5th,10,2.8671119672728,High pleiotropy,5th,9
TNKS2,80351,3.8934750217881,Intermediate pleiotropy,2nd,3,1.49061877363632,Low pleiotropy,1st,2
TNN,63923,4.52252886916631,Intermediate pleiotropy,4th,7,2.45849818855421,Intermediate pleiotropy,4th,7
TNNC1,7134,3.76550381171234,Intermediate pleiotropy,2nd,3,1.58502632763476,Intermediate pleiotropy,2nd,3
TNNC2,7125,4.48043427258542,Intermediate pleiotropy,4th,7,2.26892778726099,Intermediate pleiotropy,3rd,5
TNNI1,7135,4.02580072291583,Intermediate pleiotropy,2nd,4,1.6579722842383,Intermediate pleiotropy,3rd,5
TNNI2,7136,3.89617951983498,Intermediate pleiotropy,2nd,3,2.49605979860789,High pleiotropy,5th,9
TNNI3,7137,2.72148953439246,Low pleiotropy,1st,1,0.82555563165779,Low pleiotropy,1st,2
TNNI3K,51086,4.63864593474347,Intermediate pleiotropy,4th,8,1.63507228445852,Intermediate pleiotropy,2nd,4
TNNT1,7138,3.11934675443471,Low pleiotropy,1st,1,0.82555563165779,Low pleiotropy,1st,2
TNNT2,7139,4.0811244865246,Intermediate pleiotropy,3rd,5,1.64000663258257,Intermediate pleiotropy,2nd,4
TNNT3,7140,3.62289851462252,Low pleiotropy,1st,2,1.62771301644288,Intermediate pleiotropy,2nd,4
TNP1,7141,4.72409235013679,Intermediate pleiotropy,4th,8,1.64877554667266,Intermediate pleiotropy,3rd,5
TNP2,7142,4.82400229411854,High pleiotropy,5th,9,1.59048826602564,Intermediate pleiotropy,2nd,3
TNPO1,3842,5.45165340331426,High pleiotropy,5th,10,4.00135544096855,High pleiotropy,5th,10
TNPO2,30000,3.51116034553513,Low pleiotropy,1st,2,0.813923997521423,Low pleiotropy,1st,1
TNPO3,23534,8.74604353140896,High pleiotropy,5th,10,3.28294171392096,High pleiotropy,5th,9
TNR,7143,4.76886711543735,Intermediate pleiotropy,4th,8,3.26880123841562,High pleiotropy,5th,9
TNRC18,84629,4.01085857988023,Intermediate pleiotropy,2nd,4,2.4698903823915,Intermediate pleiotropy,4th,8
TNRC6A,27327,5.68509691641848,High pleiotropy,5th,10,3.26158105704429,High pleiotropy,5th,9
TNRC6B,23112,4.41544820423786,Intermediate pleiotropy,4th,7,3.17251689501415,High pleiotropy,5th,9
TNRC6C,57690,4.44644945104369,Intermediate pleiotropy,4th,7,1.65921350049452,Intermediate pleiotropy,3rd,5
TNS1,7145,4.36848608063389,Intermediate pleiotropy,3rd,6,2.49218649965229,High pleiotropy,5th,9
TNS2,23371,4.71921716427439,Intermediate pleiotropy,4th,8,2.43820268889033,Intermediate pleiotropy,4th,7
TNS3,64759,4.5821034517632,Intermediate pleiotropy,4th,8,2.48470340344277,Intermediate pleiotropy,4th,8
TNS4,84951,4.16334656844047,Intermediate pleiotropy,3rd,5,2.48001436425257,Intermediate pleiotropy,4th,8
TNXB,7148,4.88464856978434,High pleiotropy,5th,9,1.83880028569536,Intermediate pleiotropy,3rd,5
TOB1,10140,3.22047062416647,Low pleiotropy,1st,1,0.804683245194923,Low pleiotropy,1st,1
TOB2,10766,2.99469796295513,Low pleiotropy,1st,1,0.484737014192678,Low pleiotropy,1st,1
TOE1,114034,4.36583618950909,Intermediate pleiotropy,3rd,6,2.38259150570355,Intermediate pleiotropy,3rd,6
TOLLIP,54472,4.16369586946221,Intermediate pleiotropy,3rd,5,3.26661165077875,High pleiotropy,5th,9
TOM1,10043,5.47217400340339,High pleiotropy,5th,10,2.44426674920976,Intermediate pleiotropy,4th,7
TOM1L1,10040,5.55038410195525,High pleiotropy,5th,10,3.22232399840232,High pleiotropy,5th,9
TOM1L2,146691,4.74394300897241,Intermediate pleiotropy,4th,8,3.13082317921101,High pleiotropy,5th,9
TOMM20,9804,3.45894631889686,Low pleiotropy,1st,2,1.60577136472287,Intermediate pleiotropy,2nd,3
TOMM20L,387990,3.84811989469876,Intermediate pleiotropy,2nd,3,2.42791908016321,Intermediate pleiotropy,3rd,6
TOMM22,56993,5.08720295141876,High pleiotropy,5th,9,2.33512540072961,Intermediate pleiotropy,3rd,5
TOMM34,10953,3.75089347421244,Intermediate pleiotropy,2nd,3,1.59335861529713,Intermediate pleiotropy,2nd,3
TOMM40,10452,9.93796751396077,High pleiotropy,5th,10,4.14267803513497,High pleiotropy,5th,10
TOMM40L,84134,4.59653191384438,Intermediate pleiotropy,4th,8,2.45227450136873,Intermediate pleiotropy,4th,7
TOMM5,401505,3.89364411604225,Intermediate pleiotropy,2nd,3,2.45211546136616,Intermediate pleiotropy,4th,7
TOMM6,100188893,4.06382232309172,Intermediate pleiotropy,2nd,4,1.64222028162204,Intermediate pleiotropy,2nd,4
TOMM7,54543,4.64016026256934,Intermediate pleiotropy,4th,8,2.41676045799021,Intermediate pleiotropy,3rd,6
TOMM70A,9868,3.44012478361949,Low pleiotropy,1st,1,1.60972212965759,Intermediate pleiotropy,2nd,3
TONSL,4796,3.48973999301276,Low pleiotropy,1st,2,1.61938601055181,Intermediate pleiotropy,2nd,3
TOP1,7150,4.02588171700187,Intermediate pleiotropy,2nd,4,3.20522455724029,High pleiotropy,5th,9
TOP1MT,116447,4.26524268537344,Intermediate pleiotropy,3rd,6,2.42036732092675,Intermediate pleiotropy,3rd,6
TOP2A,7153,3.51836224011886,Low pleiotropy,1st,2,1.64384354600252,Intermediate pleiotropy,2nd,4
TOP2B,7155,5.16898913735696,High pleiotropy,5th,9,2.44854263651136,Intermediate pleiotropy,4th,7
TOP3A,7156,4.41457326117523,Intermediate pleiotropy,4th,7,1.55831758388197,Low pleiotropy,1st,2
TOP3B,8940,4.77273050372232,Intermediate pleiotropy,4th,8,4.08136723384867,High pleiotropy,5th,10
TOPAZ1,375337,4.2017612745386,Intermediate pleiotropy,3rd,5,1.60485351024309,Intermediate pleiotropy,2nd,3
TOPBP1,11073,5.13954181785088,High pleiotropy,5th,9,1.64011872350689,Intermediate pleiotropy,2nd,4
TOPORS,10210,4.14840814636791,Intermediate pleiotropy,3rd,5,2.4493272729816,Intermediate pleiotropy,4th,7
TOR1A,1861,3.86435987852138,Intermediate pleiotropy,2nd,3,0.793318047077623,Low pleiotropy,1st,1
TOR1AIP1,26092,4.31571819143138,Intermediate pleiotropy,3rd,6,2.45316888130939,Intermediate pleiotropy,4th,7
TOR1AIP2,163590,4.32842534223676,Intermediate pleiotropy,3rd,6,2.45355621120495,Intermediate pleiotropy,4th,7
TOR1B,27348,3.56042842489171,Low pleiotropy,1st,2,0.793318047077623,Low pleiotropy,1st,1
TOR2A,27433,3.88856812129534,Intermediate pleiotropy,2nd,3,2.47936235892838,Intermediate pleiotropy,4th,8
TOR3A,64222,2.71168240249212,Low pleiotropy,1st,1,0.764593427277491,Low pleiotropy,1st,1
TOX,9760,5.1040330553252,High pleiotropy,5th,9,2.47965520380397,Intermediate pleiotropy,4th,8
TOX2,84969,4.32264770601481,Intermediate pleiotropy,3rd,6,2.49186665905672,High pleiotropy,5th,9
TOX3,27324,5.56714084428194,High pleiotropy,5th,10,4.10623029196277,High pleiotropy,5th,10
TOX4,9878,6.34099608604421,High pleiotropy,5th,10,3.30121664262966,High pleiotropy,5th,10
TP53,7157,4.49578093265218,Intermediate pleiotropy,4th,7,2.47112925119382,Intermediate pleiotropy,4th,8
TP53AIP1,63970,4.12033852549464,Intermediate pleiotropy,3rd,5,1.65774516807226,Intermediate pleiotropy,3rd,5
TP53BP1,7158,4.93963160884469,High pleiotropy,5th,9,3.09697876242775,High pleiotropy,5th,9
TP53BP2,7159,3.85032014572023,Intermediate pleiotropy,2nd,3,1.62975530134674,Intermediate pleiotropy,2nd,4
TP53I13,90313,3.89133197049021,Intermediate pleiotropy,2nd,3,2.36420624666096,Intermediate pleiotropy,3rd,6
TP53I3,9540,3.19185430958264,Low pleiotropy,1st,1,2.35798255947548,Intermediate pleiotropy,3rd,6
TP53INP1,94241,4.13779821973477,Intermediate pleiotropy,3rd,5,2.37558729009217,Intermediate pleiotropy,3rd,6
TP53INP2,58476,4.37269662049942,Intermediate pleiotropy,3rd,6,2.2545472845931,Intermediate pleiotropy,3rd,5
TP53RK,112858,3.96394479213182,Intermediate pleiotropy,2nd,4,1.65850809059382,Intermediate pleiotropy,3rd,5
TP53TG5,27296,3.40581906181852,Low pleiotropy,1st,1,1.62574174201987,Intermediate pleiotropy,2nd,3
TP63,8626,5.1128747004869,High pleiotropy,5th,9,3.31204368693752,High pleiotropy,5th,10
TP73,7161,4.21536713469302,Intermediate pleiotropy,3rd,5,1.65108368073211,Intermediate pleiotropy,3rd,5
TPBG,7162,3.25142628906226,Low pleiotropy,1st,1,0.706642419403434,Low pleiotropy,1st,1
TPBGL,100507050,3.02750274207082,Low pleiotropy,1st,1,1.65687132835334,Intermediate pleiotropy,3rd,5
TPCN1,53373,3.87287109999018,Intermediate pleiotropy,2nd,3,1.65260307027696,Intermediate pleiotropy,3rd,5
TPCN2,219931,3.89598961913538,Intermediate pleiotropy,2nd,3,1.60366335110946,Intermediate pleiotropy,2nd,3
TPD52,7163,2.97514900888584,Low pleiotropy,1st,1,2.45839137940119,Intermediate pleiotropy,4th,7
TPD52L1,7164,4.29861143852912,Intermediate pleiotropy,3rd,6,2.46770842397985,Intermediate pleiotropy,4th,8
TPD52L2,7165,10.1049613765812,High pleiotropy,5th,10,3.26254410001189,High pleiotropy,5th,9
TPD52L3,89882,6.10954897214984,High pleiotropy,5th,10,3.16797281110306,High pleiotropy,5th,9
TPGS1,91978,2.79755085323392,Low pleiotropy,1st,1,0,Low pleiotropy,1st,1
TPGS2,25941,4.00476538786718,Intermediate pleiotropy,2nd,4,1.63550069479755,Intermediate pleiotropy,2nd,4
TPH1,7166,4.59819734574778,Intermediate pleiotropy,4th,8,2.39729889132875,Intermediate pleiotropy,3rd,6
TPH2,121278,3.95183817603209,Intermediate pleiotropy,2nd,4,0.826598488058412,Low pleiotropy,1st,2
TPK1,27010,4.68738883954514,Intermediate pleiotropy,4th,8,3.2755049799262,High pleiotropy,5th,9
TPM1,7168,4.24886776408382,Intermediate pleiotropy,3rd,6,1.61472044590075,Intermediate pleiotropy,2nd,3
TPM2,7169,3.82230476752032,Intermediate pleiotropy,2nd,3,2.46645605731754,Intermediate pleiotropy,4th,7
TPM3,7170,4.46995798755521,Intermediate pleiotropy,4th,7,2.39768680808779,Intermediate pleiotropy,3rd,6
TPM4,7171,3.26822141350289,Low pleiotropy,1st,1,1.65637777616824,Intermediate pleiotropy,3rd,5
TPMT,7172,3.92829731557052,Intermediate pleiotropy,2nd,4,3.27061816774389,High pleiotropy,5th,9
TPO,7173,4.35314854868436,Intermediate pleiotropy,3rd,6,2.42221594088283,Intermediate pleiotropy,3rd,6
TPP1,1200,3.37733915442774,Low pleiotropy,1st,1,0.825566195200396,Low pleiotropy,1st,2
TPP2,7174,4.50452780155584,Intermediate pleiotropy,4th,7,3.25412202223737,High pleiotropy,5th,9
TPPP,11076,3.77962337454994,Intermediate pleiotropy,2nd,3,0.788301538066641,Low pleiotropy,1st,1
TPPP2,122664,3.93287696019496,Intermediate pleiotropy,2nd,4,2.49305505759991,High pleiotropy,5th,9
TPPP3,51673,4.93534702812132,High pleiotropy,5th,9,2.30514547994977,Intermediate pleiotropy,3rd,5
TPR,7175,3.89590302886332,Intermediate pleiotropy,2nd,3,0.76054524300541,Low pleiotropy,1st,1
