gene,geneid,pm_ld_aging,pm_pleio3_aging,pm_pleio5_aging,pm_pleio10_aging,pn_ld_aging,pn_pleio3_aging,pn_pleio5_aging,pn_pleio10_aging
TMC4,147798,3.92233619017824,Intermediate pleiotropy,2nd,4,1.65807322475653,Intermediate pleiotropy,3rd,5
TMC5,79838,3.86352615280446,Intermediate pleiotropy,2nd,3,1.60872974351608,Intermediate pleiotropy,2nd,3
TMC6,11322,4.70058666829751,Intermediate pleiotropy,4th,8,3.31787182813875,High pleiotropy,5th,10
TMC7,79905,4.26169100628999,Intermediate pleiotropy,3rd,6,2.42305691624698,Intermediate pleiotropy,3rd,6
TMC8,147138,4.70058666829751,Intermediate pleiotropy,4th,8,3.31787182813875,High pleiotropy,5th,10
TMCC1,23023,4.7568709361849,Intermediate pleiotropy,4th,8,0.818767381806359,Low pleiotropy,1st,2
TMCC2,9911,3.96620412589047,Intermediate pleiotropy,2nd,4,2.37658847918584,Intermediate pleiotropy,3rd,6
TMCC3,57458,3.86860010382353,Intermediate pleiotropy,2nd,3,2.47267798391258,Intermediate pleiotropy,4th,8
TMCO1,54499,4.33688825221604,Intermediate pleiotropy,3rd,6,2.48230900045203,Intermediate pleiotropy,4th,8
TMCO2,127391,4.36805926822246,Intermediate pleiotropy,3rd,6,2.44085061690362,Intermediate pleiotropy,4th,7
TMCO3,55002,4.13565525688382,Intermediate pleiotropy,3rd,5,2.41347578310317,Intermediate pleiotropy,3rd,6
TMCO4,255104,4.78214550724756,Intermediate pleiotropy,4th,8,4.12392657328204,High pleiotropy,5th,10
TMCO5A,145942,3.61071141374747,Low pleiotropy,1st,2,1.64130888264052,Intermediate pleiotropy,2nd,4
TMCO6,55374,3.8973453488402,Intermediate pleiotropy,2nd,3,1.44971967098256,Low pleiotropy,1st,2
TMED1,11018,2.77965262719195,Low pleiotropy,1st,1,0,Low pleiotropy,1st,1
TMED10,10972,4.62187355200413,Intermediate pleiotropy,4th,8,3.16896108920021,High pleiotropy,5th,9
TMED2,10959,2.89271364519146,Low pleiotropy,1st,1,0.68923663550583,Low pleiotropy,1st,1
TMED3,23423,4.31012152529535,Intermediate pleiotropy,3rd,6,2.44551794214512,Intermediate pleiotropy,4th,7
TMED4,222068,4.6071021103292,Intermediate pleiotropy,4th,8,1.61585191868657,Intermediate pleiotropy,2nd,3
TMED5,50999,4.75005774707155,Intermediate pleiotropy,4th,8,2.35568205464125,Intermediate pleiotropy,3rd,5
TMED6,146456,9.04832566745232,High pleiotropy,5th,10,2.43786113434607,Intermediate pleiotropy,4th,7
TMED7,51014,3.44459386618216,Low pleiotropy,1st,1,0.738506171948037,Low pleiotropy,1st,1
TMED7-TICAM2,100302736,4.29094386280885,Intermediate pleiotropy,3rd,6,1.624075049742,Intermediate pleiotropy,2nd,3
TMED8,283578,4.52974365116904,Intermediate pleiotropy,4th,7,2.45533382068018,Intermediate pleiotropy,4th,7
TMED9,54732,2.55877002079893,Low pleiotropy,1st,1,0.745670601288944,Low pleiotropy,1st,1
TMEFF1,8577,4.01821691643905,Intermediate pleiotropy,2nd,4,1.63294666494077,Intermediate pleiotropy,2nd,4
TMEFF2,23671,4.80888162880548,Intermediate pleiotropy,4th,8,2.48055721296984,Intermediate pleiotropy,4th,8
TMEM100,55273,3.5847172674714,Low pleiotropy,1st,2,1.64260585092717,Intermediate pleiotropy,2nd,4
TMEM101,84336,3.57609707098477,Low pleiotropy,1st,2,1.60354891273123,Intermediate pleiotropy,2nd,3
TMEM102,284114,4.32547211347749,Intermediate pleiotropy,3rd,6,0.799504761863979,Low pleiotropy,1st,1
TMEM104,54868,4.43059373547164,Intermediate pleiotropy,4th,7,1.63181343156451,Intermediate pleiotropy,2nd,4
TMEM105,284186,5.18096616735647,High pleiotropy,5th,9,2.46106982431534,Intermediate pleiotropy,4th,7
TMEM106A,113277,6.39823232561123,High pleiotropy,5th,10,1.38387828364516,Low pleiotropy,1st,2
TMEM106B,54664,4.44326611585921,Intermediate pleiotropy,4th,7,1.55333159177185,Low pleiotropy,1st,2
TMEM106C,79022,4.98355239377639,High pleiotropy,5th,9,4.05871958536449,High pleiotropy,5th,10
TMEM107,84314,8.67116726460915,High pleiotropy,5th,10,1.61580379588136,Intermediate pleiotropy,2nd,3
TMEM108,66000,4.34997105117841,Intermediate pleiotropy,3rd,6,1.64680661970356,Intermediate pleiotropy,2nd,4
TMEM109,79073,4.2802398799615,Intermediate pleiotropy,3rd,6,1.60228656938979,Intermediate pleiotropy,2nd,3
TMEM11,8834,3.99579841077608,Intermediate pleiotropy,2nd,4,2.47804778473739,Intermediate pleiotropy,4th,8
TMEM110,375346,3.72021352096889,Intermediate pleiotropy,2nd,3,1.46728742920012,Low pleiotropy,1st,2
TMEM110-MUSTN1,100526772,3.72021352096889,Intermediate pleiotropy,2nd,3,1.46728742920012,Low pleiotropy,1st,2
TMEM114,283953,3.91075275942783,Intermediate pleiotropy,2nd,4,1.64101603776493,Intermediate pleiotropy,2nd,4
TMEM115,11070,3.69475363587487,Low pleiotropy,1st,2,2.40158475530947,Intermediate pleiotropy,3rd,6
TMEM116,89894,5.7625259742522,High pleiotropy,5th,10,2.33717883603955,Intermediate pleiotropy,3rd,5
TMEM117,84216,4.32056196452614,Intermediate pleiotropy,3rd,6,2.44831962838967,Intermediate pleiotropy,4th,7
TMEM119,338773,4.02691525051371,Intermediate pleiotropy,2nd,4,1.64143564515179,Intermediate pleiotropy,2nd,4
TMEM120A,83862,4.02793477012915,Intermediate pleiotropy,2nd,4,1.55345600682922,Low pleiotropy,1st,2
TMEM120B,144404,4.97367345060329,High pleiotropy,5th,9,3.28361954123819,High pleiotropy,5th,9
TMEM121,80757,3.41189859922997,Low pleiotropy,1st,1,1.6033000826165,Intermediate pleiotropy,2nd,3
TMEM123,114908,3.67337447815291,Low pleiotropy,1st,2,1.64797623861546,Intermediate pleiotropy,3rd,5
TMEM125,128218,3.43432533498972,Low pleiotropy,1st,1,1.59100529274986,Intermediate pleiotropy,2nd,3
TMEM126A,84233,3.42799596266429,Low pleiotropy,1st,1,0.696303645509368,Low pleiotropy,1st,1
TMEM126B,55863,3.64768147114252,Low pleiotropy,1st,2,1.48957474350874,Low pleiotropy,1st,2
TMEM127,55654,2.83322867391839,Low pleiotropy,1st,1,0.628365981828118,Low pleiotropy,1st,1
TMEM128,85013,5.07454891159326,High pleiotropy,5th,9,2.47706361468458,Intermediate pleiotropy,4th,8
TMEM129,92305,5.40524277901706,High pleiotropy,5th,10,3.29288904987512,High pleiotropy,5th,10
TMEM130,222865,3.8851903474049,Intermediate pleiotropy,2nd,3,1.60479834507615,Intermediate pleiotropy,2nd,3
TMEM131,23505,4.57604065990306,Intermediate pleiotropy,4th,7,3.2537511245192,High pleiotropy,5th,9
TMEM132A,54972,4.2802398799615,Intermediate pleiotropy,3rd,6,1.60228656938979,Intermediate pleiotropy,2nd,3
TMEM132B,114795,4.85833687062326,High pleiotropy,5th,9,3.31796572629525,High pleiotropy,5th,10
TMEM132C,92293,5.32838849302601,High pleiotropy,5th,10,3.32202916901776,High pleiotropy,5th,10
TMEM132D,121256,5.00310790962798,High pleiotropy,5th,9,2.48204021697905,Intermediate pleiotropy,4th,8
TMEM132E,124842,4.8095965239718,High pleiotropy,5th,9,1.66408211990902,Intermediate pleiotropy,3rd,5
TMEM133,83935,3.86135689395486,Intermediate pleiotropy,2nd,3,1.63756410678662,Intermediate pleiotropy,2nd,4
TMEM134,80194,3.51922795981952,Low pleiotropy,1st,2,0.732452675171215,Low pleiotropy,1st,1
TMEM135,65084,2.86938558474412,Low pleiotropy,1st,1,2.42251054634885,Intermediate pleiotropy,3rd,6
TMEM136,219902,4.6950887624392,Intermediate pleiotropy,4th,8,1.62318771216308,Intermediate pleiotropy,2nd,3
TMEM138,51524,3.59037716629139,Low pleiotropy,1st,2,1.60504717519087,Intermediate pleiotropy,2nd,3
TMEM139,135932,2.9538217726658,Low pleiotropy,1st,1,0.813155793228562,Low pleiotropy,1st,1
TMEM140,55281,4.23025144685507,Intermediate pleiotropy,3rd,5,2.33568409476078,Intermediate pleiotropy,3rd,5
TMEM141,85014,4.86471867213572,High pleiotropy,5th,9,2.42548535731944,Intermediate pleiotropy,3rd,6
TMEM143,55260,4.05922499409551,Intermediate pleiotropy,2nd,4,1.62281035894665,Intermediate pleiotropy,2nd,3
TMEM144,55314,3.70769621281552,Low pleiotropy,1st,2,1.65093168309128,Intermediate pleiotropy,3rd,5
TMEM145,284339,3.13724607425657,Low pleiotropy,1st,1,0.697053657034407,Low pleiotropy,1st,1
TMEM147,10430,4.38681775983807,Intermediate pleiotropy,3rd,6,2.48308307337967,Intermediate pleiotropy,4th,8
TMEM14A,28978,4.27429388507849,Intermediate pleiotropy,3rd,6,2.46728177423125,Intermediate pleiotropy,4th,8
TMEM14B,81853,3.99476733748616,Intermediate pleiotropy,2nd,4,2.47322904871853,Intermediate pleiotropy,4th,8
TMEM14C,51522,3.99476733748616,Intermediate pleiotropy,2nd,4,2.47322904871853,Intermediate pleiotropy,4th,8
TMEM14E,645843,4.15265795332094,Intermediate pleiotropy,3rd,5,1.61888893718584,Intermediate pleiotropy,2nd,3
TMEM150A,129303,4.37700379964319,Intermediate pleiotropy,3rd,6,3.29460973359297,High pleiotropy,5th,10
TMEM150B,284417,3.57503497771396,Low pleiotropy,1st,2,1.64833070415624,Intermediate pleiotropy,3rd,5
TMEM150C,441027,3.85885149857286,Intermediate pleiotropy,2nd,3,1.65060714758787,Intermediate pleiotropy,3rd,5
TMEM151A,256472,7.08455463140937,High pleiotropy,5th,10,3.29085322046951,High pleiotropy,5th,10
TMEM151B,441151,4.75604268866523,Intermediate pleiotropy,4th,8,2.49636555447999,High pleiotropy,5th,9
TMEM154,201799,4.33012577375541,Intermediate pleiotropy,3rd,6,1.65933146005363,Intermediate pleiotropy,3rd,5
TMEM155,132332,6.11868697785134,High pleiotropy,5th,10,3.27961889290784,High pleiotropy,5th,9
TMEM156,80008,4.61061534738513,Intermediate pleiotropy,4th,8,2.48133832825922,Intermediate pleiotropy,4th,8
TMEM158,25907,2.83724049272864,Low pleiotropy,1st,1,0.802407388626768,Low pleiotropy,1st,1
TMEM159,57146,4.49926689652742,Intermediate pleiotropy,4th,7,1.64747388347818,Intermediate pleiotropy,2nd,4
TMEM160,54958,4.03691810975911,Intermediate pleiotropy,2nd,4,1.64836826341884,Intermediate pleiotropy,3rd,5
TMEM161A,54929,4.12728804855594,Intermediate pleiotropy,3rd,5,2.42889562099081,Intermediate pleiotropy,3rd,6
TMEM161B,153396,4.40814698518946,Intermediate pleiotropy,4th,7,4.06877901224297,High pleiotropy,5th,10
TMEM163,81615,4.52102992053946,Intermediate pleiotropy,4th,7,2.47913230844496,Intermediate pleiotropy,4th,8
TMEM165,55858,4.37385737959034,Intermediate pleiotropy,3rd,6,2.35566562246386,Intermediate pleiotropy,3rd,5
TMEM167A,153339,4.00909222540649,Intermediate pleiotropy,2nd,4,1.61887367873541,Intermediate pleiotropy,2nd,3
TMEM167B,56900,4.51845891562939,Intermediate pleiotropy,4th,7,3.29608980328479,High pleiotropy,5th,10
TMEM168,64418,4.35367865007781,Intermediate pleiotropy,3rd,6,1.52088156261261,Low pleiotropy,1st,2
TMEM169,92691,3.81408795720884,Intermediate pleiotropy,2nd,3,2.44470396250096,Intermediate pleiotropy,4th,7
TMEM17,200728,4.33096726652049,Intermediate pleiotropy,3rd,6,2.42248179003842,Intermediate pleiotropy,3rd,6
TMEM170A,124491,4.5337290365173,Intermediate pleiotropy,4th,7,2.36044093058533,Intermediate pleiotropy,3rd,6
TMEM170B,100113407,4.27984268078735,Intermediate pleiotropy,3rd,6,2.38883279879337,Intermediate pleiotropy,3rd,6
TMEM171,134285,4.80036784418798,Intermediate pleiotropy,4th,8,2.47577955739445,Intermediate pleiotropy,4th,8
TMEM173,340061,4.27238173616486,Intermediate pleiotropy,3rd,6,2.43499724057284,Intermediate pleiotropy,3rd,6
TMEM174,134288,4.47998000152007,Intermediate pleiotropy,4th,7,2.47346907588109,Intermediate pleiotropy,4th,8
TMEM175,84286,4.43313609633615,Intermediate pleiotropy,4th,7,2.44060824228716,Intermediate pleiotropy,4th,7
TMEM176A,55365,3.56509311231262,Low pleiotropy,1st,2,1.64055417620765,Intermediate pleiotropy,2nd,4
TMEM176B,28959,3.72405573630547,Intermediate pleiotropy,2nd,3,1.65814599582782,Intermediate pleiotropy,3rd,5
TMEM177,80775,3.41972548061637,Low pleiotropy,1st,1,0.743744515353749,Low pleiotropy,1st,1
TMEM178A,130733,4.37677386942464,Intermediate pleiotropy,3rd,6,2.46468255588665,Intermediate pleiotropy,4th,7
TMEM178B,100507421,4.10593404787261,Intermediate pleiotropy,3rd,5,2.48345279737089,Intermediate pleiotropy,4th,8
TMEM179,388021,5.11336376513198,High pleiotropy,5th,9,3.30105525517318,High pleiotropy,5th,10
TMEM179B,374395,4.52926415288829,Intermediate pleiotropy,4th,7,2.46470074865447,Intermediate pleiotropy,4th,7
TMEM18,129787,3.79550742429175,Intermediate pleiotropy,2nd,3,1.63524893036544,Intermediate pleiotropy,2nd,4
TMEM180,79847,5.19122353006998,High pleiotropy,5th,9,4.89997322819855,High pleiotropy,5th,10
TMEM181,57583,4.15819462974934,Intermediate pleiotropy,3rd,5,2.42600942640541,Intermediate pleiotropy,3rd,6
TMEM182,130827,4.95038562897162,High pleiotropy,5th,9,2.43279826312031,Intermediate pleiotropy,3rd,6
TMEM183A,92703,4.7923119662265,Intermediate pleiotropy,4th,8,2.48296394009361,Intermediate pleiotropy,4th,8
TMEM183B,653659,3.39313258425882,Low pleiotropy,1st,1,0.773193324685883,Low pleiotropy,1st,1
TMEM184A,202915,4.78342677011594,Intermediate pleiotropy,4th,8,3.25405277234695,High pleiotropy,5th,9
TMEM184B,25829,5.09029443495684,High pleiotropy,5th,9,3.26880241214258,High pleiotropy,5th,9
TMEM184C,55751,4.26115987539433,Intermediate pleiotropy,3rd,6,0.787592020121592,Low pleiotropy,1st,1
TMEM185B,79134,3.63391908650587,Low pleiotropy,1st,2,0.696355289495443,Low pleiotropy,1st,1
TMEM186,25880,4.46218501406876,Intermediate pleiotropy,4th,7,2.47289864458035,Intermediate pleiotropy,4th,8
TMEM189,387521,4.29559365723797,Intermediate pleiotropy,3rd,6,1.61816122647297,Intermediate pleiotropy,2nd,3
TMEM189-UBE2V1,387522,5.0385800801278,High pleiotropy,5th,9,2.47939170210229,Intermediate pleiotropy,4th,8
TMEM19,55266,3.82112116808325,Intermediate pleiotropy,2nd,3,1.63363975070843,Intermediate pleiotropy,2nd,4
TMEM190,147744,4.19752355075477,Intermediate pleiotropy,3rd,5,2.4816499527661,Intermediate pleiotropy,4th,8
TMEM192,201931,4.94148800689597,High pleiotropy,5th,9,3.3229963200297,High pleiotropy,5th,10
TMEM194A,23306,3.90785087830583,Intermediate pleiotropy,2nd,4,1.62623294675106,Intermediate pleiotropy,2nd,3
TMEM194B,100131211,5.17222216018269,High pleiotropy,5th,9,2.35614215560809,Intermediate pleiotropy,3rd,6
TMEM196,256130,4.28592848081754,Intermediate pleiotropy,3rd,6,2.37332727883792,Intermediate pleiotropy,3rd,6
TMEM198,130612,4.16741853773657,Intermediate pleiotropy,3rd,5,2.46582459221508,Intermediate pleiotropy,4th,7
TMEM199,147007,3.75847509832632,Intermediate pleiotropy,2nd,3,0.820533840875505,Low pleiotropy,1st,2
TMEM2,23670,4.32369734666781,Intermediate pleiotropy,3rd,6,1.65773519139314,Intermediate pleiotropy,3rd,5
TMEM200A,114801,3.87008527841527,Intermediate pleiotropy,2nd,3,2.34665198630339,Intermediate pleiotropy,3rd,5
TMEM201,199953,4.45764243093923,Intermediate pleiotropy,4th,7,1.65299978998817,Intermediate pleiotropy,3rd,5
TMEM202,338949,2.76740650361607,Low pleiotropy,1st,1,0,Low pleiotropy,1st,1
TMEM204,79652,4.19099930412064,Intermediate pleiotropy,3rd,5,2.39337453525055,Intermediate pleiotropy,3rd,6
TMEM205,374882,3.33962658095545,Low pleiotropy,1st,1,1.62471707838707,Intermediate pleiotropy,2nd,3
TMEM206,55248,4.20809917554711,Intermediate pleiotropy,3rd,5,2.42485682653438,Intermediate pleiotropy,3rd,6
TMEM207,131920,3.74349908012284,Intermediate pleiotropy,2nd,3,2.45099396525947,Intermediate pleiotropy,4th,7
TMEM208,29100,4.44103594927881,Intermediate pleiotropy,4th,7,2.32908364122235,Intermediate pleiotropy,3rd,5
TMEM209,84928,4.34227816281597,Intermediate pleiotropy,3rd,6,2.44758487531506,Intermediate pleiotropy,4th,7
TMEM211,255349,4.19275732807062,Intermediate pleiotropy,3rd,5,2.48464236964104,Intermediate pleiotropy,4th,8
TMEM212,389177,4.50041392438083,Intermediate pleiotropy,4th,7,2.46282571984188,Intermediate pleiotropy,4th,7
TMEM213,155006,3.5924032077699,Low pleiotropy,1st,2,1.64236523690114,Intermediate pleiotropy,2nd,4
TMEM214,54867,3.06456100507003,Low pleiotropy,1st,1,0.66966473851048,Low pleiotropy,1st,1
TMEM215,401498,3.73270284326584,Intermediate pleiotropy,2nd,3,0,Low pleiotropy,1st,1
TMEM216,51259,3.79140808201234,Intermediate pleiotropy,2nd,3,1.6033000826165,Intermediate pleiotropy,2nd,3
TMEM217,221468,3.9231738058149,Intermediate pleiotropy,2nd,4,2.48555200803213,Intermediate pleiotropy,4th,8
TMEM218,219854,4.17146563489107,Intermediate pleiotropy,3rd,5,2.48831730874104,Intermediate pleiotropy,4th,8
TMEM219,124446,5.12487022369777,High pleiotropy,5th,9,2.40738531392722,Intermediate pleiotropy,3rd,6
TMEM220,388335,3.16387762923733,Low pleiotropy,1st,1,0.750006348665305,Low pleiotropy,1st,1
TMEM221,100130519,4.23384043000214,Intermediate pleiotropy,3rd,5,2.47332705491938,Intermediate pleiotropy,4th,8
TMEM223,79064,4.52926415288829,Intermediate pleiotropy,4th,7,2.46470074865447,Intermediate pleiotropy,4th,7
TMEM225,338661,4.1924054263582,Intermediate pleiotropy,3rd,5,0.752346173352575,Low pleiotropy,1st,1
TMEM229A,730130,4.41382474354639,Intermediate pleiotropy,4th,7,2.41665423570067,Intermediate pleiotropy,3rd,6
TMEM229B,161145,3.96773429379609,Intermediate pleiotropy,2nd,4,1.65324979382985,Intermediate pleiotropy,3rd,5
TMEM230,29058,4.21700593844644,Intermediate pleiotropy,3rd,5,2.45014066576228,Intermediate pleiotropy,4th,7
TMEM231,79583,3.84437361278671,Intermediate pleiotropy,2nd,3,0,Low pleiotropy,1st,1
TMEM232,642987,4.01113826368754,Intermediate pleiotropy,2nd,4,1.5608704400118,Low pleiotropy,1st,2
TMEM233,387890,4.17701381129304,Intermediate pleiotropy,3rd,5,1.5842581233419,Intermediate pleiotropy,2nd,3
TMEM235,283999,4.74465929299196,Intermediate pleiotropy,4th,8,3.32479153540928,High pleiotropy,5th,10
TMEM237,65062,3.78589851453296,Intermediate pleiotropy,2nd,3,2.42657574966179,Intermediate pleiotropy,3rd,6
TMEM238,388564,4.19752355075477,Intermediate pleiotropy,3rd,5,2.4816499527661,Intermediate pleiotropy,4th,8
TMEM239,100288797,4.571737134451,Intermediate pleiotropy,4th,7,2.45599169463915,Intermediate pleiotropy,4th,7
TMEM240,339453,4.37963765436776,Intermediate pleiotropy,3rd,6,2.4395741888387,Intermediate pleiotropy,4th,7
TMEM241,85019,4.88033274318637,High pleiotropy,5th,9,3.27388523672659,High pleiotropy,5th,9
TMEM242,729515,3.54170167211672,Low pleiotropy,1st,2,1.61561423897793,Intermediate pleiotropy,2nd,3
TMEM243,79161,3.55760122265691,Low pleiotropy,1st,2,1.59234158088954,Intermediate pleiotropy,2nd,3
TMEM244,253582,5.12218468325882,High pleiotropy,5th,9,4.10547617239338,High pleiotropy,5th,10
TMEM245,23731,5.41089248911431,High pleiotropy,5th,10,4.05652941086414,High pleiotropy,5th,10
TMEM246,84302,3.60326592205205,Low pleiotropy,1st,2,2.47218032368313,Intermediate pleiotropy,4th,8
TMEM247,388946,4.68343591165696,Intermediate pleiotropy,4th,8,2.4034134219073,Intermediate pleiotropy,3rd,6
TMEM248,55069,3.38953760833066,Low pleiotropy,1st,1,1.47211144699028,Low pleiotropy,1st,2
TMEM249,340393,3.77233842557743,Intermediate pleiotropy,2nd,3,1.63926366341926,Intermediate pleiotropy,2nd,4
TMEM25,84866,3.79021638960722,Intermediate pleiotropy,2nd,3,0.815525547953216,Low pleiotropy,1st,2
TMEM251,26175,3.91334898387678,Intermediate pleiotropy,2nd,4,1.63882116835676,Intermediate pleiotropy,2nd,4
TMEM252,169693,3.64366295804767,Low pleiotropy,1st,2,1.60661410067746,Intermediate pleiotropy,2nd,3
TMEM253,643382,5.06183046626706,High pleiotropy,5th,9,2.48502793894617,Intermediate pleiotropy,4th,8
TMEM254,80195,3.67156534410425,Low pleiotropy,1st,2,1.61063587609302,Intermediate pleiotropy,2nd,3
TMEM255B,348013,5.02258828084166,High pleiotropy,5th,9,3.25110143591548,High pleiotropy,5th,9
TMEM256,254863,4.27722622767736,Intermediate pleiotropy,3rd,6,2.4812743601401,Intermediate pleiotropy,4th,8
TMEM258,746,5.14773711924407,High pleiotropy,5th,9,1.62059964422457,Intermediate pleiotropy,2nd,3
TMEM259,91304,3.71801690983511,Intermediate pleiotropy,2nd,3,1.63456699500386,Intermediate pleiotropy,2nd,4
TMEM26,219623,4.11938332291279,Intermediate pleiotropy,3rd,5,1.61040171756525,Intermediate pleiotropy,2nd,3
TMEM260,54916,4.64703052033037,Intermediate pleiotropy,4th,8,3.30207170271728,High pleiotropy,5th,10
TMEM261,90871,4.24418266643678,Intermediate pleiotropy,3rd,6,2.49321703191987,High pleiotropy,5th,9
TMEM262,100130348,3.67866050833689,Low pleiotropy,1st,2,1.63532052770977,Intermediate pleiotropy,2nd,4
TMEM263,90488,6.49110827206274,High pleiotropy,5th,10,2.3902242521,Intermediate pleiotropy,3rd,6
TMEM265,100862671,2.29912272443999,Low pleiotropy,1st,1,0,Low pleiotropy,1st,1
TMEM30A,55754,4.08621366396011,Intermediate pleiotropy,3rd,5,1.61526446834497,Intermediate pleiotropy,2nd,3
TMEM30B,161291,4.58705142324803,Intermediate pleiotropy,4th,8,1.63885638016545,Intermediate pleiotropy,2nd,4
TMEM33,55161,3.47953024137393,Low pleiotropy,1st,2,1.54658559609085,Low pleiotropy,1st,2
TMEM37,140738,4.026321313453,Intermediate pleiotropy,2nd,4,1.62041008732114,Intermediate pleiotropy,2nd,3
TMEM38A,79041,3.71918239603079,Intermediate pleiotropy,2nd,3,1.61990186354908,Intermediate pleiotropy,2nd,3
TMEM38B,55151,3.16366449507122,Low pleiotropy,1st,1,0.815425194298458,Low pleiotropy,1st,2
TMEM39A,55254,3.71802588405831,Intermediate pleiotropy,2nd,3,1.62884801040957,Intermediate pleiotropy,2nd,4
TMEM40,55287,4.27601425724984,Intermediate pleiotropy,3rd,6,1.63673252123813,Intermediate pleiotropy,2nd,4
TMEM41A,90407,3.69283508239727,Low pleiotropy,1st,2,0.786649517375729,Low pleiotropy,1st,1
TMEM41B,440026,4.56752308438741,Intermediate pleiotropy,4th,7,2.44503084545828,Intermediate pleiotropy,4th,7
TMEM42,131616,3.39545055782164,Low pleiotropy,1st,1,0.796666690083784,Low pleiotropy,1st,1
TMEM43,79188,4.74040928409155,Intermediate pleiotropy,4th,8,4.07086648563465,High pleiotropy,5th,10
TMEM44,93109,4.09712936269405,Intermediate pleiotropy,3rd,5,0.830629653289628,Low pleiotropy,1st,2
TMEM45A,55076,4.62689966753712,Intermediate pleiotropy,4th,8,2.40369805069419,Intermediate pleiotropy,3rd,6
TMEM45B,120224,3.49970548237325,Low pleiotropy,1st,2,1.62638259693798,Intermediate pleiotropy,2nd,3
TMEM5,10329,3.9132782267983,Intermediate pleiotropy,2nd,4,1.5461900501066,Low pleiotropy,1st,2
TMEM50A,23585,3.44389538751649,Low pleiotropy,1st,1,1.55245423087206,Low pleiotropy,1st,2
TMEM50B,757,4.50446011145936,Intermediate pleiotropy,4th,7,2.39164152739966,Intermediate pleiotropy,3rd,6
TMEM51,55092,3.96845448756556,Intermediate pleiotropy,2nd,4,2.44569224059812,Intermediate pleiotropy,4th,7
TMEM52,339456,5.51109331083177,High pleiotropy,5th,10,2.42972075104105,Intermediate pleiotropy,3rd,6
TMEM52B,120939,4.35856821767831,Intermediate pleiotropy,3rd,6,1.64433475073371,Intermediate pleiotropy,2nd,4
TMEM53,79639,4.06300256303482,Intermediate pleiotropy,2nd,4,1.64140630197789,Intermediate pleiotropy,2nd,4
TMEM55A,55529,4.25064879691905,Intermediate pleiotropy,3rd,6,2.41968069065734,Intermediate pleiotropy,3rd,6
TMEM55B,90809,3.79006803533498,Intermediate pleiotropy,2nd,3,1.65974637253266,Intermediate pleiotropy,3rd,5
TMEM56,148534,3.85780845964968,Intermediate pleiotropy,2nd,3,1.60890228137865,Intermediate pleiotropy,2nd,3
TMEM56-RWDD3,100527978,3.85780845964968,Intermediate pleiotropy,2nd,3,1.60890228137865,Intermediate pleiotropy,2nd,3
TMEM57,55219,3.66399256544137,Low pleiotropy,1st,2,1.54856567346603,Low pleiotropy,1st,2
TMEM59,9528,4.4936086446414,Intermediate pleiotropy,4th,7,1.65042991481748,Intermediate pleiotropy,3rd,5
TMEM59L,25789,4.2122386397993,Intermediate pleiotropy,3rd,5,2.43269556201164,Intermediate pleiotropy,3rd,6
TMEM60,85025,4.3571459663484,Intermediate pleiotropy,3rd,6,1.6480261220111,Intermediate pleiotropy,3rd,5
TMEM61,199964,4.08847225447874,Intermediate pleiotropy,3rd,5,1.62380802685946,Intermediate pleiotropy,2nd,3
TMEM62,80021,3.89139984249186,Intermediate pleiotropy,2nd,3,1.60542746272469,Intermediate pleiotropy,2nd,3
TMEM63A,9725,4.2307921072906,Intermediate pleiotropy,3rd,5,2.46430755012413,Intermediate pleiotropy,4th,7
TMEM63B,55362,4.39062711772804,Intermediate pleiotropy,3rd,6,1.64183940722474,Intermediate pleiotropy,2nd,4
TMEM63C,57156,5.04212239223113,High pleiotropy,5th,9,2.46766616980942,Intermediate pleiotropy,4th,8
TMEM64,169200,4.22325176448997,Intermediate pleiotropy,3rd,5,1.59373127360573,Intermediate pleiotropy,2nd,3
TMEM65,157378,4.90343666996386,High pleiotropy,5th,9,3.24924694732462,High pleiotropy,5th,9
TMEM67,91147,4.13186089686464,Intermediate pleiotropy,3rd,5,1.65597753527616,Intermediate pleiotropy,3rd,5
TMEM68,137695,8.49171055468652,High pleiotropy,5th,10,2.43528656426755,Intermediate pleiotropy,3rd,6
TMEM69,51249,3.61590187318794,Low pleiotropy,1st,2,1.30686653686519,Low pleiotropy,1st,2
TMEM70,54968,3.98209935612689,Intermediate pleiotropy,2nd,4,1.60778137213544,Intermediate pleiotropy,2nd,3
TMEM71,137835,4.54832174410518,Intermediate pleiotropy,4th,7,3.22166905876073,High pleiotropy,5th,9
TMEM72,643236,4.73835512790941,Intermediate pleiotropy,4th,8,2.47424843058003,Intermediate pleiotropy,4th,8
TMEM74,157753,3.18929081331345,Low pleiotropy,1st,1,0.782049094570735,Low pleiotropy,1st,1
TMEM74B,55321,3.58291060661867,Low pleiotropy,1st,2,0.830577422440075,Low pleiotropy,1st,2
TMEM79,84283,3.76725929569864,Intermediate pleiotropy,2nd,3,1.62680337805179,Intermediate pleiotropy,2nd,4
TMEM80,283232,4.1478211138084,Intermediate pleiotropy,3rd,5,2.45614897405129,Intermediate pleiotropy,4th,7
TMEM81,388730,4.16870120050351,Intermediate pleiotropy,3rd,5,2.4189952341149,Intermediate pleiotropy,3rd,6
TMEM82,388595,5.03484386549467,High pleiotropy,5th,9,1.61169516467103,Intermediate pleiotropy,2nd,3
