gene,pn_ld_corrected,pn_ld_class5_corrected,pm_ld_corrected,pm_ld_class5_corrected,pn_ld_mafbin1,pn_ld_class5_mafbin1,pm_ld_mafbin1,pm_ld_class5_mafbin1,pn_ld_mafbin2,pn_ld_class5_mafbin2,pm_ld_mafbin2,pm_ld_class5_mafbin2,pn_ld_mafbin3,pn_ld_class5_mafbin3,pm_ld_mafbin3,pm_ld_class5_mafbin3,pn_ld_pnadjust,pn_ld_class5_pnadjust,pm_ld_pnadjust,pm_ld_class5_pnadjust,pn_ld_polygenicity,pn_ld_class5_polygenicity,pm_ld_polygenicity,pm_ld_class5_polygenicity,pn_ld_traitcut,pn_ld_class5_traitcut,pm_ld_traitcut,pm_ld_class5_traitcut,pn_ld_repro,pn_ld_class5_repro,pm_ld_repro,pm_ld_class5_repro,pn_ld_raw,pn_ld_class5_raw,pm_ld_raw,pm_ld_class5_raw,gene_age_num
SMU1,39.0207959814355,3rd,13.1658197199767,3rd,6.88424256811534,3rd,5.55106288080833,2nd,8.91496033017875,3rd,6.04615101012889,3rd,10.2265508344932,4th,6.10529215851168,3rd,0.74799853547255,3rd,6.17910620581847,3rd,7.25806451612903,4th,5.34283970516192,3rd,14.430728501033,4th,10.2235684568546,3rd,31.5433090694378,5th,54.6110283655499,4th,10.2265508344932,4th,6.10529215851168,3rd,1714
SMUG1,11.3093162898517,1st,7.22264285472968,1st,,,,,8.14781272470062,3rd,6.1431613905939,4th,10.1906328767732,4th,8.10308988659295,5th,1.57503052326735,5th,8.25850767803371,5th,6.98924731182796,4th,5.69267531089283,5th,17.8692017972109,5th,16.6300846286967,5th,27.3560329906676,4th,35.8463877296614,2nd,10.1906328767732,4th,8.10308988659295,5th,886
SMURF1,39.2698481510472,3rd,13.2257646291408,3rd,8.4116921674289,5th,5.78516085326048,4th,11.6750204742863,5th,6.60167596579448,5th,9.78506296546744,4th,6.33767609544656,4th,1.24815374209059,4th,6.71920435457867,4th,8.06451612903226,4th,5.54289412519523,4th,15.053632656582,4th,11.2341089493451,4th,26.7884026569332,4th,73.7797506704416,5th,11.6750204742863,5th,6.60167596579448,4th,544
SMURF2,58.1614759930409,4th,21.0911077935888,5th,7.2364673612006,4th,5.77639801167273,4th,9.62952470499889,4th,6.67398206195268,5th,,,,,1.01254048938284,4th,5.91761281137065,1st,6.18279569892473,3rd,5.57325044872145,4th,15.8350171374313,4th,8.95090806820711,1st,15.0671220195101,1st,84.0491963923745,5th,9.62952470499889,3rd,5.77639801167273,1st,1488
SMYD1,30.4131124113807,2nd,10.4118632047819,1st,,,,,6.79576196409326,1st,5.72071467799385,2nd,7.63006866335794,2nd,5.68624783738486,1st,0.503446212512868,2nd,5.83372048710865,1st,4.83870967741936,1st,5.11343545309442,1st,12.4508216268213,3rd,9.59152090044519,2nd,21.589180079972,3rd,31.7344500402228,1st,7.63006866335794,1st,5.72071467799385,1st,4290
SMYD2,28.90849892448,2nd,10.7280474795947,2nd,,,,,7.76862631028814,2nd,5.81535366840755,2nd,8.82233729736159,3rd,5.88932552430089,2nd,1.01303261163082,4th,6.05765520839105,2nd,5.64516129032258,2nd,5.26877850695942,2nd,13.9074223757835,3rd,10.4432749560133,3rd,21.7423061113217,3rd,42.48617499972,3rd,8.82233729736159,2nd,5.88932552430089,2nd,4290
SMYD3,67.8245408183461,5th,25.6666102710553,5th,7.03627385887732,3rd,5.70189870878346,4th,9.14225768877125,4th,5.80852060093372,2nd,8.64486742981275,3rd,5.89098485511989,2nd,0.760518559396667,3rd,6.00718559432902,2nd,6.45161290322581,3rd,5.23554945665944,2nd,14.4687987655903,4th,9.64582130137357,2nd,26.6953306905729,4th,39.762900773542,3rd,9.61743334356983,3rd,5.89098485511989,2nd,680
SMYD4,52.8633906215064,4th,18.8244540139001,4th,6.60748561584621,3rd,5.58861180508236,3rd,7.53305254818671,2nd,5.49505880880382,1st,11.6807157166436,5th,6.63584571600127,4th,0.969936904231365,4th,6.92021347738561,4th,6.72043010752688,3rd,5.57841865149754,4th,14.4572054933572,4th,11.7899038853988,4th,26.5852279852519,4th,93.094602504196,5th,11.6807157166436,5th,6.63584571600127,4th,1488
SMYD5,51.6559458102813,4th,17.0410022974889,4th,5.30411197699708,1st,5.39967936190273,1st,8.10482974360515,2nd,5.99613871439698,3rd,9.44201061542419,3rd,6.02455683656895,3rd,0.677833145783283,3rd,6.15646755174971,2nd,5.91397849462366,2nd,5.32974918298688,2nd,13.8376108401069,3rd,10.0462631015123,2nd,9.90885713251927,1st,28.9154814673374,1st,9.44201061542419,3rd,6.02455683656895,2nd,645
SNAI1,22.3630759209807,1st,9.47700863540199,1st,,,,,8.25421408447961,3rd,6.30875959692188,4th,12.0615578547626,5th,6.18578914228292,3rd,0.679145800516879,3rd,6.69838690962534,4th,8.60215053763441,5th,5.53852025428523,4th,22.2315476955448,5th,11.9006600847586,4th,26.5496172802869,4th,90.3384531920649,5th,12.0615578547626,5th,6.30875959692188,3rd,454
SNAI2,30.5388654512271,2nd,10.4722774864867,1st,,,,,5.08453348183548,1st,5.51106479696307,1st,7.64704817520178,2nd,5.61840419821693,1st,0.186690975686901,1st,5.78558160519683,1st,5.64516129032258,2nd,5.07784186824312,1st,9.42577392667454,1st,9.15642461526927,1st,10.745246082789,1st,34.8305649591124,2nd,7.64704817520178,1st,5.61840419821693,1st,544
SNAI3,26.6928588997059,1st,12.2779257775031,2nd,6.93056051495357,3rd,5.82772988646217,4th,11.4602602935004,5th,7.61761418412429,5th,11.5271316123194,5th,6.91554117664098,5th,2.33718324411673,5th,7.88026871853969,5th,8.60215053763441,5th,5.6707284498407,5th,16.4675936354033,4th,14.637954622878,5th,21.5515252559908,3rd,61.6856807693221,5th,11.5271316123194,5th,7.61761418412429,5th,950
SNAP23,66.6088950083174,5th,24.4739768970616,5th,4.52939399372229,1st,5.1212950584036,1st,10.9725823789148,5th,6.44619224986735,4th,7.25434291257754,1st,5.73234895713659,2nd,0.685378691513367,3rd,6.5855523102152,4th,8.06451612903226,4th,5.51143884527446,4th,14.7785611799804,4th,11.3242454068464,4th,30.9392934172164,5th,59.3512724898053,5th,10.9725823789148,4th,6.44619224986735,4th,1292
SNAP25,52.0196627180979,4th,18.1387616454524,4th,7.70678243121719,4th,5.5751579394691,3rd,8.40903308726675,3rd,5.93999061476761,3rd,9.73340554336435,4th,6.0115697944026,3rd,0.768885623829295,3rd,6.15293145734203,2nd,7.25806451612903,4th,5.32765954049207,2nd,12.4571056938367,3rd,9.63514554813529,2nd,32.9392702211099,5th,41.0263906909375,3rd,9.73340554336435,3rd,6.0115697944026,2nd,645
SNAP29,21.5107750562618,1st,8.92119442586413,1st,,,,,7.01710019480039,1st,5.56604081470371,1st,8.06177178910789,2nd,5.4115565931546,1st,0,1st,5.69911500481972,1st,5.64516129032258,2nd,5.01245328441162,1st,8.83681516567315,1st,8.46802991875521,1st,30.2404951937739,5th,35.8532717461046,2nd,8.06177178910789,2nd,5.56604081470371,1st,950
SNAP47,35.6570655476398,2nd,13.2325396752108,3rd,7.59385117150566,4th,5.69325183362251,3rd,7.25466192937124,2nd,7.1673113914881,5th,7.51811099108015,2nd,6.83014921623888,4th,0.698753765515642,3rd,7.5832034630579,5th,4.83870967741936,1st,5.65040328797243,5th,13.1847785931259,3rd,13.7881914924412,5th,13.7281810298666,1st,142.672569362537,5th,7.59385117150566,1st,7.1673113914881,5th,645
SNAP91,52.6027600411947,4th,17.7973485866025,4th,8.04183439355425,5th,5.53904651160045,2nd,12.9228224991612,5th,7.00536482725557,5th,14.1139815614813,5th,7.2266688986944,5th,1.95655468161378,5th,7.34228041453198,5th,10.4838709677419,5th,5.62957261289645,5th,20.3161622062327,5th,13.1327860927355,5th,25.7514318385764,4th,77.7394910123543,5th,14.1139815614813,5th,7.2266688986944,5th,1488
SNAPC1,25.8948241407873,1st,10.7819548289473,2nd,,,,,7.65026369374745,2nd,5.77377652246004,2nd,7.44171844340361,2nd,5.72292623448967,2nd,0.409081031799576,2nd,5.92187100831745,1st,4.83870967741936,1st,5.1768573471405,1st,10.014281234561,1st,9.36604900820549,1st,20.7887030732592,2nd,29.2315842260918,1st,7.65026369374745,1st,5.77377652246004,1st,950
SNAPC2,39.3777158404564,3rd,13.6630350002171,3rd,7.9804587474959,4th,6.09155054792974,5th,6.52399202508011,1st,5.68916713908397,2nd,8.94137359609386,3rd,6.03276624538325,3rd,0.506172116106901,2nd,6.21554800136084,3rd,7.25806451612903,4th,5.36312133629789,3rd,13.1930343599807,3rd,9.97659464986668,2nd,16.3096666597618,2nd,28.4328960926586,1st,8.94137359609386,3rd,6.09155054792974,3rd,332
SNAPC3,41.9872488947671,3rd,13.2453170088119,3rd,6.59069428554403,3rd,5.74484729708098,4th,8.28041124374544,3rd,5.99113145811847,3rd,6.51286322250468,1st,5.46001654955313,1st,0.271663537231742,1st,6.07256766762486,2nd,5.91397849462366,2nd,5.27833681866526,2nd,11.5027967502689,2nd,9.46177403358063,1st,15.0474554428708,1st,30.6227259701202,1st,8.28041124374544,2nd,5.99113145811847,2nd,1714
SNAPC4,45.635905187831,3rd,15.5764436684242,3rd,8.03570436339958,5th,6.04378738519973,5th,7.40073004494463,2nd,5.61439148009241,1st,14.7818957407004,5th,8.01002152949187,5th,2.30980487592788,5th,8.35278576912051,5th,10.4838709677419,5th,5.69793236772773,5th,23.3611157423322,5th,15.9349046191758,5th,32.5754815873672,5th,87.898435526988,5th,14.7818957407004,5th,8.01002152949187,5th,950
SNAPC5,51.321348667768,4th,17.1292932328417,4th,5.48654019047459,1st,5.43803447993935,2nd,7.77918103573288,2nd,6.24729930235044,4th,9.5682938683814,3rd,6.37542238111677,4th,0.886282039375964,3rd,6.52716868884258,4th,6.72043010752688,3rd,5.49475602822091,4th,12.1473432794466,2nd,10.903616733519,4th,31.4666976404178,5th,45.9653735355129,4th,9.5682938683814,3rd,6.37542238111677,4th,544
SNAPIN,28.4134737075958,2nd,10.8184802330508,2nd,,,,,7.50145269941902,2nd,5.7184182885699,2nd,12.0420221729011,5th,6.68823630228502,4th,1.22995902595227,4th,6.72808142799086,4th,8.60215053763441,5th,5.54470891294699,4th,19.6173168891775,5th,12.0452030533804,4th,37.57448808596,5th,53.8923368178478,4th,12.0420221729011,5th,6.68823630228502,4th,1064
SNCA,63.1975368283571,5th,22.1276043920424,5th,7.07611446254973,3rd,5.53400386859918,2nd,7.72010097924768,2nd,5.88105832412431,2nd,9.62758157743461,4th,6.23844701336045,3rd,0.611017935004628,3rd,6.40799316784185,3rd,6.72043010752688,3rd,5.45343589404289,3rd,11.1909529380475,2nd,10.1776475815749,3rd,20.8264654824517,2nd,35.4109071284033,2nd,9.62758157743461,3rd,6.23844701336045,3rd,645
SNCAIP,33.6987397882955,2nd,11.8582110871523,2nd,5.85171783761233,2nd,5.52935202710526,2nd,7.66593884219907,2nd,5.78819750366921,2nd,8.75190645206928,3rd,5.84454778962961,2nd,0.740055544319746,3rd,5.99241661079504,2nd,5.64516129032258,2nd,5.22561464246192,2nd,11.4757794259188,2nd,9.88417928248498,2nd,27.1037456699938,4th,35.5860499243779,2nd,8.75190645206928,2nd,5.84454778962961,2nd,680
SNCB,31.5124043857788,2nd,9.90325177504902,1st,,,,,8.39353361897232,3rd,5.92397439685862,3rd,8.70122371909445,3rd,6.0372260585407,3rd,0.233779875435214,1st,6.15726430828243,2nd,5.64516129032258,2nd,5.3302168715293,2nd,14.2621372245713,4th,10.1546929749684,3rd,10.7779519870469,1st,30.5855855770681,1st,8.70122371909445,2nd,6.0372260585407,3rd,645
SNCG,50.0613770516423,4th,15.4249168493707,3rd,4.35705190156708,1st,5.4388328226623,2nd,5.30851976412463,1st,5.45297509224903,1st,7.4972566121627,2nd,5.789132729276,2nd,0.161639093235509,1st,5.89059371447088,1st,4.83870967741936,1st,5.15465900760625,1st,11.2241216812426,2nd,9.39037843957318,1st,15.4043371060432,1st,35.7872147075947,2nd,7.4972566121627,1st,5.789132729276,1st,645
SND1,78.1214883386347,5th,45.3082540516106,5th,6.40094230052561,2nd,5.57116359894418,3rd,11.8693158595722,5th,6.59104193166221,5th,14.6010372489476,5th,7.27388233866909,5th,2.44444036340788,5th,7.29296386921141,5th,10.4838709677419,5th,5.62468844360698,5th,22.8776323687246,5th,9.10341108525848,1st,20.4868727627473,2nd,35.8699809409208,2nd,14.6010372489476,5th,7.27388233866909,5th,4290
SNED1,37.9768034494981,2nd,12.8763370577091,2nd,6.23555681312893,2nd,5.46803421746404,2nd,11.2021110111489,5th,6.91594940102932,5th,9.2435775792311,3rd,6.6234932796417,4th,1.75045594296487,5th,7.13400395919029,5th,8.06451612903226,4th,5.60712001125655,4th,17.5012010910021,5th,10.3050269102186,3rd,21.5806055386254,3rd,62.0378865727811,5th,11.2021110111489,4th,6.91594940102932,4th,544
SNF8,46.9845937773943,3rd,14.529844662355,3rd,6.87142717111698,3rd,6.19230328958037,5th,10.1035128691035,4th,7.08632902670948,5th,14.4288565032859,5th,8.53033117997306,5th,1.64218115867333,5th,9.08755690428148,5th,10.2150537634409,5th,5.73504201724741,5th,24.7262855321677,5th,17.6147678457623,5th,36.2711578012816,5th,142.488790132381,5th,14.4288565032859,5th,8.53033117997306,5th,4290
SNIP1,54.4847586561728,4th,18.2524436640768,4th,3.91385722487237,1st,5.37266929527729,1st,8.64124579079698,3rd,6.61299856471893,5th,8.59692132490072,3rd,6.80252692142608,4th,0.703546779794587,3rd,6.97566560718093,4th,5.91397849462366,2nd,5.58657836122758,4th,11.8211868208142,2nd,12.3451929210386,4th,32.5752018658177,5th,48.4140300937411,4th,8.64124579079698,2nd,6.80252692142608,4th,1292
SNN,59.7726373361135,4th,22.637010304798,5th,7.46550497267725,4th,5.80358505427137,4th,9.09206230036055,4th,5.88781336145393,3rd,9.74645285347998,4th,5.97221465640882,3rd,0.49440358948331,2nd,6.11518575065572,2nd,4.56989247311828,1st,5.30500361566328,2nd,13.3980470850714,3rd,10.033403636706,2nd,15.8666737934051,2nd,36.5806009872426,2nd,9.74645285347998,3rd,5.97221465640882,2nd,645
SNPH,33.5832675627125,2nd,11.6323808974135,2nd,4.13996966726974,1st,5.3030376940082,1st,9.30969509345901,4th,5.75238078626899,2nd,8.17441600443656,2nd,5.81952036996714,2nd,0.511667316839881,2nd,5.95876403259637,2nd,5.64516129032258,2nd,5.20259771127427,2nd,12.5168601534133,3rd,10.0567986006561,2nd,21.9918715261477,3rd,31.9603149242002,1st,9.30969509345901,3rd,5.81952036996714,2nd,3
SNRK,45.5900973780631,3rd,15.7491255707012,3rd,8.05692774137857,5th,5.83877432579573,4th,6.69643335118637,1st,5.52163800716922,1st,8.7745536406376,3rd,5.7867340677752,2nd,0.21176356869382,1st,5.93951356582977,2nd,5.91397849462366,2nd,5.18925516464724,2nd,13.3297915906745,3rd,9.845370810072,2nd,43.1798018017764,5th,42.3109590916086,3rd,8.7745536406376,2nd,5.83877432579573,2nd,645
SNRNP200,66.1684537252731,5th,25.2288894737599,5th,5.63755268942285,2nd,5.43978285579065,2nd,,,,,10.4359230305507,4th,7.88293019296154,5th,2.34535120360073,5th,7.90898492100363,5th,6.72043010752688,3rd,5.67251008257868,5th,17.83395768302,5th,15.1916984671661,5th,25.6603394401054,4th,32.5732985851062,2nd,10.4359230305507,4th,7.88293019296154,5th,4290
SNRNP25,50.48255733415,4th,17.3770498012318,4th,5.77620331961186,2nd,5.60680179615708,3rd,8.06766365545305,2nd,6.34108837530877,4th,10.8121001061812,4th,8.63898407160558,5th,1.85464778916693,5th,8.8123666945493,5th,8.06451612903226,4th,5.72197575266068,5th,15.4439386108137,4th,17.5873630710514,5th,10.8157789473662,1st,35.0976214730174,2nd,10.8121001061812,4th,8.63898407160558,5th,987
SNRNP27,15.490030268451,1st,8.12298065128251,1st,,,,,10.9709185722368,5th,7.07289036378604,5th,10.8098750832318,4th,6.95867910752814,5th,0.881100455626668,3rd,7.23402995844099,5th,8.60215053763441,5th,5.61845699507882,5th,17.6946734449867,5th,13.0204525756072,5th,14.5485075080781,1st,48.2533838216062,4th,10.9709185722368,4th,7.07289036378604,5th,3
SNRNP35,45.8365888343026,3rd,17.1259885506996,4th,9.41540476118939,5th,6.45338221104964,5th,11.3370326853997,5th,6.65523404782342,5th,8.58392436816279,3rd,6.16322565571158,3rd,1.18726569506018,4th,6.85946995282244,4th,8.33333333333333,5th,5.5687970332815,4th,16.9137444962189,4th,11.7962963343149,4th,,,,,11.3370326853997,4th,6.65523404782342,4th,454
SNRNP40,56.8084948014726,4th,19.7544436329666,4th,6.0482922754187,2nd,5.36593906085617,1st,8.40768609399342,3rd,6.12329992281375,4th,7.46788252856411,2nd,5.86677845668783,2nd,1.07794157595532,4th,6.25550285955134,3rd,5.37634408602151,2nd,5.38431076061866,3rd,11.1652734161568,2nd,10.4424578762106,3rd,24.0700040870425,3rd,34.6571737174651,2nd,8.40768609399342,2nd,6.12329992281375,3rd,1714
SNRNP48,38.9492937731358,3rd,14.1054803972395,3rd,6.34299717796769,2nd,5.55851581284354,2nd,7.55249487567964,2nd,5.73992961936711,2nd,7.30827423820339,1st,5.79882647071387,2nd,0.515214739136459,2nd,5.93071763163448,2nd,4.83870967741936,1st,5.18308571924676,1st,10.4826595442251,1st,9.64883485125676,2nd,32.7573543871963,5th,40.6989547704839,3rd,7.55249487567964,1st,5.79882647071387,1st,680
SNRNP70,44.4821221577897,3rd,13.9379056509559,3rd,4.75666378668199,1st,5.3019423897432,1st,6.81191600302775,1st,5.64898925837372,1st,11.0553986112959,4th,6.25921346659316,3rd,0.74423907653606,3rd,6.44904842659256,3rd,7.25806451612903,4th,5.46887555211174,3rd,14.1533463080433,3rd,11.0612724211501,4th,21.6932364964137,3rd,57.9620462961288,4th,11.0553986112959,4th,6.25921346659316,3rd,1714
SNRPA,59.2590260847052,4th,22.5161674944486,5th,6.79769590699161,3rd,5.96686319957027,5th,8.73865259108015,3rd,6.46619385346302,4th,10.6274968520221,4th,6.67624156164703,4th,1.26112841201936,4th,6.83635954790454,4th,7.25806451612903,4th,5.56489912365523,4th,16.9049493712727,4th,11.7776770103697,4th,26.7726414234668,4th,58.5994554939664,5th,10.6274968520221,4th,6.67624156164703,4th,1714
SNRPA1,74.014226893983,5th,30.5950039218755,5th,7.46919350212339,4th,5.85402554119831,4th,6.26586295597468,1st,5.96613396394767,3rd,8.30653305849965,2nd,6.18760952207106,3rd,1.01724573035503,4th,6.42173526257291,3rd,5.64516129032258,2nd,5.45873126023388,3rd,15.2883920027739,4th,11.4872303570405,4th,21.5892553896199,3rd,49.780818079133,4th,8.30653305849965,2nd,6.18760952207106,3rd,1714
SNRPB,23.3534708003026,1st,9.20489702319695,1st,,,,,6.80074530115587,1st,5.80712672218974,2nd,6.5207908401981,1st,5.53308677013575,1st,0.223824015528639,1st,5.93667399068812,2nd,4.3010752688172,1st,5.18726947770656,2nd,9.96981525712761,1st,9.52106620392608,2nd,27.3911165280969,4th,43.3228030249419,3rd,6.80074530115587,1st,5.80712672218974,2nd,1714
SNRPB2,50.3917422394452,4th,16.07147567909,3rd,5.29710759335971,1st,5.56254099473521,2nd,7.7279150293264,2nd,5.64128862365204,1st,8.52912052133342,3rd,5.89738501386256,2nd,0.250090917237575,1st,6.059080313289,2nd,5.64516129032258,2nd,5.26970012108012,2nd,10.8402612359819,2nd,9.53224750019055,2nd,16.5535408169061,2nd,34.6419550323779,2nd,8.52912052133342,2nd,5.89738501386256,2nd,1714
SNRPC,28.3548596326481,2nd,12.421345939927,2nd,,,,,15.7348951018796,5th,11.2468549842149,5th,11.658705831078,5th,7.75083107516382,5th,3.70816745703733,5th,11.9839129005895,5th,11.2903225806452,5th,5.82307555614652,5th,23.0019809594743,5th,23.3406668611609,5th,40.908979228247,5th,155.002636471983,5th,15.7348951018796,5th,11.2468549842149,5th,1488
SNRPD1,12.058718265854,1st,7.70463874173132,1st,,,,,5.70529615833555,1st,5.54172448354542,1st,8.21287249342708,2nd,5.6102942212071,1st,0.239405367674125,1st,5.72534274490863,1st,4.3010752688172,1st,5.03247102099199,1st,11.5278672728269,2nd,9.21272155231006,1st,13.3689002164806,1st,38.9196024770279,3rd,8.21287249342708,2nd,5.6102942212071,1st,1488
SNRPD2,44.8634758802408,3rd,14.4984494285935,3rd,10.9624591361839,5th,6.753086664792,5th,13.71207003949,5th,8.30852537004176,5th,10.1989607353544,4th,6.52409657426015,4th,3.97726463607528,5th,8.63157585369741,5th,9.94623655913978,5th,5.7127407744701,5th,20.7674357490342,5th,16.572911901338,5th,26.9375587939832,4th,50.2247281609598,4th,13.71207003949,5th,8.30852537004176,5th,1714
SNRPD3,61.5931428850123,5th,23.8369433234607,5th,8.5980345727776,5th,6.33572834788794,5th,10.1722141189819,4th,6.17738120871294,4th,8.0047962066805,2nd,5.86312824773253,2nd,0.51632916426716,2nd,6.40356037622716,3rd,7.25806451612903,4th,5.45169059531514,3rd,14.0252725564351,3rd,11.0447974020539,4th,21.55482812198,3rd,35.1215821853969,2nd,10.1722141189819,4th,6.33572834788794,4th,645
SNRPE,22.9511503564765,1st,9.00802662352661,1st,,,,,10.4954158176731,5th,6.65178496004025,5th,5.13353439827528,1st,5.30776993021345,1st,1.44882434275775,4th,6.87432136047093,4th,7.52688172043011,4th,5.57122582506832,4th,12.0065658238339,2nd,11.6466692599518,4th,15.0310702151784,1st,61.8505194755028,5th,10.4954158176731,4th,6.65178496004025,4th,1714
SNRPF,50.8794510991274,4th,17.9217269364608,4th,4.88719458196773,1st,5.34183727416529,1st,8.13551333959369,3rd,6.26199413957938,4th,7.78454035313393,2nd,6.11842142949129,3rd,0.978948954536098,4th,6.35117320742767,3rd,5.10752688172043,1st,5.42987485289885,3rd,11.9248181036379,2nd,10.7621684216825,3rd,21.1338471898706,3rd,30.9476162411612,1st,8.13551333959369,2nd,6.26199413957938,3rd,645
SNRPG,30.7338071726445,2nd,10.5669004700207,2nd,,,,,7.14625863456902,2nd,5.70140954126327,2nd,9.13797449783852,3rd,6.21322231405078,3rd,1.11726007251355,4th,6.38368871878557,3rd,5.91397849462366,2nd,5.44370733684603,3rd,13.9598381595037,3rd,10.850193039886,3rd,25.3033609502428,4th,55.3674487608839,4th,9.13797449783852,3rd,6.21322231405078,3rd,645
SNRPN,38.3035218019602,2nd,12.2249812018187,2nd,7.44213154515062,4th,5.76405809311688,4th,9.28798914880377,4th,5.80291385089828,2nd,8.77714435756502,3rd,5.8895488369939,2nd,0.520302632277421,2nd,5.91056706140799,1st,4.83870967741936,1st,5.49349482122039,4th,9.16529615900462,1st,9.04217884232363,1st,16.5316257093491,2nd,43.1296797195986,3rd,9.28798914880377,3rd,5.80291385089828,2nd,168
SNTA1,42.4560809591192,3rd,21.5198891204444,5th,6.82695201619747,3rd,5.69275634524994,3rd,13.0752981334963,5th,16.1783144333146,5th,13.4921953152796,5th,10.4704839641002,5th,2.53072645503205,5th,16.0838525962672,5th,7.52688172043011,4th,5.88812367821396,5th,22.5775302430867,5th,34.9713968753318,5th,37.905043647909,5th,172.207529740638,5th,13.4921953152796,5th,16.1783144333146,5th,544
SNTB1,58.2993812196965,4th,20.8214926895817,5th,7.6443067692511,4th,5.88867016921002,5th,8.13480731388143,3rd,5.85246535888325,2nd,9.94361239699717,4th,5.97276242947114,3rd,0.477910097548931,2nd,6.09700992281394,2nd,5.64516129032258,2nd,5.29373498429162,2nd,13.6867074578586,3rd,9.94148986611245,2nd,21.7573357653507,3rd,42.0811393223315,3rd,8.16987590925262,2nd,5.97276242947114,2nd,645
SNTB2,45.843882504984,3rd,16.0945765874787,3rd,9.14188611521084,5th,6.1634741661141,5th,12.3001788076393,5th,7.08433114443247,5th,15.4136762266601,5th,7.660858874407,5th,2.48249748851286,5th,7.83924088878365,5th,11.0215053763441,5th,5.66815815059592,5th,19.0060079537305,5th,13.611532266185,5th,31.0823709898237,5th,70.5106724329798,5th,15.4136762266601,5th,7.660858874407,5th,645
SNTG1,65.616380220647,5th,22.8443847527662,5th,6.68873139591799,3rd,5.80191081072217,4th,9.01104549943236,3rd,5.59397769207223,1st,8.63380956497091,3rd,5.83549742771747,2nd,0.577430345025608,3rd,5.92300993070158,1st,5.91397849462366,2nd,5.1776594501285,1st,9.99633114903902,1st,9.7150102792221,2nd,24.7674574953428,3rd,30.9023308231942,1st,9.01104549943236,3rd,5.80191081072217,2nd,950
SNTG2,56.5445958611545,4th,19.2180870318655,4th,6.30322015964212,2nd,5.71792881769687,4th,9.11392848981481,4th,5.29766696207214,1st,6.80879494054524,1st,6.17279591079873,3rd,0.714991827265196,3rd,6.2641193120931,3rd,7.52688172043011,4th,5.38872578606992,3rd,13.6596154393662,3rd,9.97410863065259,2nd,27.1420460052432,4th,37.8393344462171,3rd,10.4268770159827,4th,5.74358427054511,1st,950
SNTN,31.9728919199369,2nd,10.4571589776656,1st,,,,,7.85270758126392,2nd,5.8740679665448,2nd,8.87470294856596,3rd,5.78010948205951,2nd,0.762731630187193,3rd,6.01952491853519,2nd,5.64516129032258,2nd,5.24378101756729,2nd,11.6810881890043,2nd,9.4672443201047,2nd,16.2040610162763,2nd,29.7940820261881,1st,8.87470294856596,2nd,5.8740679665448,2nd,454
SNUPN,31.5792516904321,2nd,11.2658925276624,2nd,,,,,10.8560294801875,5th,7.65050894641025,5th,14.9152241748969,5th,7.97038523789137,5th,2.97526099924187,5th,8.146717785193,5th,10.4838709677419,5th,5.68633502203554,5th,22.2164745304186,5th,15.0124287981295,5th,25.5892578909501,4th,96.74192906154,5th,14.9152241748969,5th,7.97038523789137,5th,645
SNURF,34.0328215533956,2nd,12.2249812018187,2nd,6.80718001444058,3rd,5.53194375221335,2nd,5.80144269791196,1st,5.50065928239804,1st,5.33610839045911,1st,5.2619352604836,1st,0.403430995008614,2nd,5.64838673888577,1st,4.56989247311828,1st,4.97331339574812,1st,6.68571726138677,1st,8.56856247606211,1st,15.2026578688,1st,29.4339644765183,1st,6.80718001444058,1st,5.53194375221335,1st,132
SNW1,46.4860630079611,3rd,14.1350370717331,3rd,5.13777826441043,1st,5.28986304750021,1st,8.69740398328643,3rd,6.04812610113919,3rd,8.76401987065859,3rd,6.02602361151824,3rd,0.797766111273459,3rd,6.20050411384066,3rd,5.64516129032258,2nd,5.35485971414581,3rd,15.1765856740732,4th,10.5639027781065,3rd,25.2080081774013,4th,37.0479306568491,2nd,8.76401987065859,2nd,6.04812610113919,3rd,1488
SNX1,52.2962327039118,4th,19.9779858695924,4th,9.50576785303761,5th,6.34998139530686,5th,8.47008751314239,3rd,6.2809265811756,4th,9.43350009540898,3rd,6.53343411169167,4th,1.39782016179804,4th,6.64823003585653,4th,5.91397849462366,2nd,5.52725517496555,4th,13.8102745275835,3rd,11.6169246344446,4th,14.3203515503156,1st,30.8613296552593,1st,9.50576785303761,3rd,6.53343411169167,4th,645
SNX10,66.1310370514154,5th,26.961327454387,5th,6.490909929374,3rd,5.62451888573915,3rd,8.89050342379706,3rd,6.0374906545005,3rd,10.7934042308926,4th,6.47866542979986,4th,0.232783796336091,1st,6.57128991116203,4th,7.79569892473118,4th,5.50752752128942,4th,14.7707947918933,4th,10.9680124054778,4th,32.4141252873474,5th,43.8859786680146,4th,10.7934042308926,4th,6.47866542979986,4th,645
SNX11,25.9581388256581,1st,10.4523262199694,1st,,,,,13.0143311824069,5th,7.34153193112939,5th,10.6592606217822,4th,6.78429589182408,4th,1.68270481231981,5th,7.56307988645979,5th,9.94623655913978,5th,5.64885582273826,5th,18.3907285894595,5th,13.5204709905035,5th,35.6519941512987,5th,77.6798044419242,5th,13.0143311824069,5th,7.34153193112939,5th,1488
